Approved symbol	Approved name	Ensembl gene ID
LINC01226	long intergenic non-protein coding RNA 1226	
LINC01227	long intergenic non-protein coding RNA 1227	ENSG00000260737
LINC01228	long intergenic non-protein coding RNA 1228	ENSG00000261082
LINC01229	long intergenic non-protein coding RNA 1229	ENSG00000260876
LINC01231	long intergenic non-protein coding RNA 1231	ENSG00000236511
LINC01232	long intergenic non-protein coding RNA 1232	ENSG00000280734
LINC01233	long intergenic non-protein coding RNA 1233	ENSG00000269364
LINC01234	long intergenic non-protein coding RNA 1234	ENSG00000249550
LINC01235	long intergenic non-protein coding RNA 1235	ENSG00000270547
LINC01237	long intergenic non-protein coding RNA 1237	ENSG00000233806
LINC01238	symbol withdrawn, see [HGNC:49793](/data/gene-symbol-report/#!/hgnc_id/HGNC:49793)	
LINC01239	long intergenic non-protein coding RNA 1239	ENSG00000234840
LINC01240	long intergenic non-protein coding RNA 1240	
LINC01241	long intergenic non-protein coding RNA 1241	ENSG00000236306
LINC01242	long intergenic non-protein coding RNA 1242	ENSG00000280683
LINC01243	long intergenic non-protein coding RNA 1243	ENSG00000260720
LINC01245	symbol withdrawn, see [HGNC:49476](/data/gene-symbol-report/#!/hgnc_id/HGNC:49476)	
LINC01246	long intergenic non-protein coding RNA 1246	
LINC01247	long intergenic non-protein coding RNA 1247	ENSG00000227007
LINC01248	long intergenic non-protein coding RNA 1248	ENSG00000224128
LINC01249	long intergenic non-protein coding RNA 1249	ENSG00000231532
LINC01250	long intergenic non-protein coding RNA 1250	ENSG00000234423
LINC01251	symbol withdrawn, see [HGNC:49911](/data/gene-symbol-report/#!/hgnc_id/HGNC:49911)	
LINC01252	long intergenic non-protein coding RNA 1252	ENSG00000247157
LINC01254	long intergenic non-protein coding RNA 1254	ENSG00000260913
LINC01255	long intergenic non-protein coding RNA 1255	ENSG00000267252
LINC01256	long intergenic non-protein coding RNA 1256	ENSG00000251398
LINC01257	long intergenic non-protein coding RNA 1257	ENSG00000204603
LINC01258	long intergenic non-protein coding RNA 1258	ENSG00000249534
LINC01259	long intergenic non-protein coding RNA 1259	ENSG00000249667
LINC01260	symbol withdrawn, see [HGNC:49901](/data/gene-symbol-report/#!/hgnc_id/HGNC:49901)	
LINC01262	long intergenic non-protein coding RNA 1262	ENSG00000250739
LINC01264	long intergenic non-protein coding RNA 1264	ENSG00000229630
LINC01265	long intergenic non-protein coding RNA 1265	
LINC01266	long intergenic non-protein coding RNA 1266	ENSG00000224957
LINC01267	long intergenic non-protein coding RNA 1267	ENSG00000251576
LINC01269	long intergenic non-protein coding RNA 1269	ENSG00000258689
LINC01270	long intergenic non-protein coding RNA 1270	ENSG00000203999
LINC01271	long intergenic non-protein coding RNA 1271	ENSG00000233077
LINC01273	long intergenic non-protein coding RNA 1273	ENSG00000231742
LINC01275	long intergenic non-protein coding RNA 1275	ENSG00000237595
LINC01276	long intergenic non-protein coding RNA 1276	ENSG00000226917
LINC01277	long intergenic non-protein coding RNA 1277	ENSG00000229017
LINC01278	long intergenic non-protein coding RNA 1278	ENSG00000235437
LINC01279	symbol withdrawn, see [HGNC:30649](/data/gene-symbol-report/#!/hgnc_id/HGNC:30649)	
LINC01280	long intergenic non-protein coding RNA 1280	ENSG00000224391
LINC01281	long intergenic non-protein coding RNA 1281	ENSG00000235304
LINC01282	long intergenic non-protein coding RNA 1282	ENSG00000236747
LINC01283	long intergenic non-protein coding RNA 1283	ENSG00000234191
LINC01284	long intergenic non-protein coding RNA 1284	ENSG00000230317
LINC01285	long intergenic non-protein coding RNA 1285	ENSG00000203650
LINC01287	long intergenic non-protein coding RNA 1287	ENSG00000234722
LINC01288	long intergenic non-protein coding RNA 1288	ENSG00000254344
LINC01289	long intergenic non-protein coding RNA 1289	ENSG00000253734
LINC01290	long intergenic non-protein coding RNA 1290	ENSG00000260468
LINC01291	long intergenic non-protein coding RNA 1291	ENSG00000204792
LINC01293	symbol withdrawn, see [HGNC:50358](/data/gene-symbol-report/#!/hgnc_id/HGNC:50358)	
LINC01296	symbol withdrawn, see [HGNC:32188](/data/gene-symbol-report/#!/hgnc_id/HGNC:32188)	
LINC01297	long intergenic non-protein coding RNA 1297	ENSG00000274827
LINC01298	long intergenic non-protein coding RNA 1298	ENSG00000253351
LINC01299	long intergenic non-protein coding RNA 1299	ENSG00000254081
LINC01300	long intergenic non-protein coding RNA 1300	ENSG00000253595
LINC01301	long intergenic non-protein coding RNA 1301	ENSG00000251396
LINC01303	long intergenic non-protein coding RNA 1303	ENSG00000250548
LINC01304	long intergenic non-protein coding RNA 1304	ENSG00000237401
LINC01305	long intergenic non-protein coding RNA 1305	ENSG00000231453
LINC01307	long intergenic non-protein coding RNA 1307	ENSG00000231671
LINC01309	long intergenic non-protein coding RNA 1309	ENSG00000234551
LINC01310	long intergenic non-protein coding RNA 1310	ENSG00000205632
LINC01311	long intergenic non-protein coding RNA 1311	ENSG00000260924
LINC01312	long intergenic non-protein coding RNA 1312	ENSG00000223586
LINC01315	long intergenic non-protein coding RNA 1315	ENSG00000229891
LINC01317	long intergenic non-protein coding RNA 1317	
LINC01318	long intergenic non-protein coding RNA 1318	ENSG00000237790
LINC01320	long intergenic non-protein coding RNA 1320	ENSG00000228262
LINC01322	long intergenic non-protein coding RNA 1322	ENSG00000244128
LINC01323	symbol withdrawn, see [HGNC:50530](/data/gene-symbol-report/#!/hgnc_id/HGNC:50530)	
LINC01324	long intergenic non-protein coding RNA 1324	ENSG00000241767
LINC01326	long intergenic non-protein coding RNA 1326	ENSG00000244321
LINC01327	long intergenic non-protein coding RNA 1327	ENSG00000241669
LINC01331	long intergenic non-protein coding RNA 1331	ENSG00000248673
LINC01332	symbol withdrawn, see [HGNC:50538](/data/gene-symbol-report/#!/hgnc_id/HGNC:50538)	
LINC01333	long intergenic non-protein coding RNA 1333	ENSG00000249343
LINC01335	symbol withdrawn, see [HGNC:50538](/data/gene-symbol-report/#!/hgnc_id/HGNC:50538)	
LINC01336	symbol withdrawn, see [HGNC:17973](/data/gene-symbol-report/#!/hgnc_id/HGNC:17973)	
LINC01337	long intergenic non-protein coding RNA 1337	ENSG00000251221
LINC01338	long intergenic non-protein coding RNA 1338	
LINC01339	long intergenic non-protein coding RNA 1339	ENSG00000248555
LINC01340	long intergenic non-protein coding RNA 1340	ENSG00000250331
LINC01341	long intergenic non-protein coding RNA 1341	ENSG00000227953
LINC01342	long intergenic non-protein coding RNA 1342	ENSG00000223823
LINC01343	long intergenic non-protein coding RNA 1343	ENSG00000237290
LINC01344	long intergenic non-protein coding RNA 1344	ENSG00000228918
LINC01345	long intergenic non-protein coding RNA 1345	ENSG00000226374
LINC01346	long intergenic non-protein coding RNA 1346	ENSG00000233304
LINC01347	long intergenic non-protein coding RNA 1347	ENSG00000214837
LINC01348	long intergenic non-protein coding RNA 1348	ENSG00000280587
LINC01349	long intergenic non-protein coding RNA 1349	ENSG00000230402
LINC01350	long intergenic non-protein coding RNA 1350	ENSG00000228309
LINC01352	long intergenic non-protein coding RNA 1352	ENSG00000238078
LINC01353	long intergenic non-protein coding RNA 1353	ENSG00000231507
LINC01354	long intergenic non-protein coding RNA 1354	ENSG00000231768
LINC01355	long intergenic non-protein coding RNA 1355	ENSG00000261326
LINC01356	long intergenic non-protein coding RNA 1356	ENSG00000215866
LINC01357	symbol withdrawn, see [HGNC:49445](/data/gene-symbol-report/#!/hgnc_id/HGNC:49445)	
LINC01358	symbol withdrawn, see [HGNC:49450](/data/gene-symbol-report/#!/hgnc_id/HGNC:49450)	
LINC01359	long intergenic non-protein coding RNA 1359	ENSG00000226891
LINC01360	long intergenic non-protein coding RNA 1360	ENSG00000233973
LINC01361	long intergenic non-protein coding RNA 1361	ENSG00000236268
LINC01362	long intergenic non-protein coding RNA 1362	ENSG00000230817
LINC01363	long intergenic non-protein coding RNA 1363	ENSG00000231605
LINC01364	long intergenic non-protein coding RNA 1364	ENSG00000227290
LINC01365	long intergenic non-protein coding RNA 1365	ENSG00000250772
LINC01366	long intergenic non-protein coding RNA 1366	ENSG00000235172
LINC01370	long intergenic non-protein coding RNA 1370	ENSG00000237767
LINC01372	long intergenic non-protein coding RNA 1372	
LINC01374	symbol withdrawn, see [HGNC:45170](/data/gene-symbol-report/#!/hgnc_id/HGNC:45170)	
LINC01375	long intergenic non-protein coding RNA 1375	ENSG00000226159
LINC01376	long intergenic non-protein coding RNA 1376	ENSG00000236204
LINC01377	long intergenic non-protein coding RNA 1377	ENSG00000249808
LINC01378	long intergenic non-protein coding RNA 1378	ENSG00000236922
LINC01381	long intergenic non-protein coding RNA 1381	ENSG00000230452
LINC01385	long intergenic non-protein coding RNA 1385	ENSG00000251604
LINC01386	long intergenic non-protein coding RNA 1386	ENSG00000251324
LINC01387	long intergenic non-protein coding RNA 1387	ENSG00000265944
LINC01388	long intergenic non-protein coding RNA 1388	ENSG00000231808
LINC01389	long intergenic non-protein coding RNA 1389	ENSG00000225762
LINC01391	long intergenic non-protein coding RNA 1391	ENSG00000244578
LINC01392	long intergenic non-protein coding RNA 1392	ENSG00000233607
LINC01393	long intergenic non-protein coding RNA 1393	ENSG00000225535
LINC01394	long intergenic non-protein coding RNA 1394	ENSG00000281809
LINC01395	long intergenic non-protein coding RNA 1395	ENSG00000281097
LINC01396	long intergenic non-protein coding RNA 1396	ENSG00000273396
LINC01397	long intergenic non-protein coding RNA 1397	ENSG00000258673
LINC01398	long intergenic non-protein coding RNA 1398	ENSG00000224863
LINC01399	long intergenic non-protein coding RNA 1399	ENSG00000233080
LINC01400	long intergenic non-protein coding RNA 1400	ENSG00000232920
LINC01402	long intergenic non-protein coding RNA 1402	
LINC01404	long intergenic non-protein coding RNA 1404	ENSG00000258240
LINC01409	long intergenic non-protein coding RNA 1409	ENSG00000237491
LINC01410	long intergenic non-protein coding RNA 1410	ENSG00000238113
LINC01411	long intergenic non-protein coding RNA 1411	ENSG00000249306
LINC01412	long intergenic non-protein coding RNA 1412	ENSG00000232606
LINC01413	long intergenic non-protein coding RNA 1413	ENSG00000260172
LINC01414	long intergenic non-protein coding RNA 1414	ENSG00000253554
LINC01415	long intergenic non-protein coding RNA 1415	ENSG00000267325
LINC01416	long intergenic non-protein coding RNA 1416	ENSG00000260930
LINC01418	long intergenic non-protein coding RNA 1418	ENSG00000259692
LINC01419	long intergenic non-protein coding RNA 1419	ENSG00000253898
LINC01422	long intergenic non-protein coding RNA 1422	ENSG00000223704
LINC01423	long intergenic non-protein coding RNA 1423	ENSG00000231231
LINC01424	long intergenic non-protein coding RNA 1424	ENSG00000236519
LINC01425	long intergenic non-protein coding RNA 1425	ENSG00000233997
LINC01426	long intergenic non-protein coding RNA 1426	ENSG00000234380
LINC01427	long intergenic non-protein coding RNA 1427	ENSG00000225321
LINC01428	long intergenic non-protein coding RNA 1428	ENSG00000228888
LINC01429	long intergenic non-protein coding RNA 1429	ENSG00000227964
LINC01430	long intergenic non-protein coding RNA 1430	
LINC01431	long intergenic non-protein coding RNA 1431	ENSG00000232645
LINC01432	long intergenic non-protein coding RNA 1432	ENSG00000234435
LINC01433	long intergenic non-protein coding RNA 1433	ENSG00000230176
LINC01435	long intergenic non-protein coding RNA 1435	ENSG00000229981
LINC01436	long intergenic non-protein coding RNA 1436	ENSG00000231106
LINC01438	long intergenic non-protein coding RNA 1438	ENSG00000249519
LINC01440	long intergenic non-protein coding RNA 1440	ENSG00000235166
LINC01441	long intergenic non-protein coding RNA 1441	ENSG00000224008
LINC01442	long intergenic non-protein coding RNA 1442	ENSG00000227510
LINC01443	long intergenic non-protein coding RNA 1443	ENSG00000266554
LINC01444	long intergenic non-protein coding RNA 1444	ENSG00000264301
LINC01445	long intergenic non-protein coding RNA 1445	ENSG00000231427
LINC01446	long intergenic non-protein coding RNA 1446	ENSG00000205628
LINC01447	long intergenic non-protein coding RNA 1447	ENSG00000236078
LINC01448	long intergenic non-protein coding RNA 1448	ENSG00000238284
LINC01449	long intergenic non-protein coding RNA 1449	ENSG00000224017
LINC01450	long intergenic non-protein coding RNA 1450	ENSG00000232458
LINC01451	long intergenic non-protein coding RNA 1451	ENSG00000279141
LINC01455	long intergenic non-protein coding RNA 1455	ENSG00000250888
LINC01456	long intergenic non-protein coding RNA 1456	ENSG00000225882
LINC01460	long intergenic non-protein coding RNA 1460	ENSG00000205334
LINC01461	long intergenic non-protein coding RNA 1461	ENSG00000289881
LINC01465	long intergenic non-protein coding RNA 1465	ENSG00000221949
LINC01467	long intergenic non-protein coding RNA 1467	ENSG00000258977
LINC01470	long intergenic non-protein coding RNA 1470	ENSG00000249484
LINC01471	long intergenic non-protein coding RNA 1471	ENSG00000239921
LINC01472	long intergenic non-protein coding RNA 1472	ENSG00000240562
LINC01473	long intergenic non-protein coding RNA 1473	ENSG00000237877
LINC01474	long intergenic non-protein coding RNA 1474	ENSG00000236849
LINC01475	long intergenic non-protein coding RNA 1475	ENSG00000257582
LINC01476	long intergenic non-protein coding RNA 1476	ENSG00000265313
LINC01477	long intergenic non-protein coding RNA 1477	ENSG00000261715
LINC01478	long intergenic non-protein coding RNA 1478	ENSG00000267337
LINC01479	long intergenic non-protein coding RNA 1479	ENSG00000255772
LINC01480	long intergenic non-protein coding RNA 1480	ENSG00000270164
LINC01482	long intergenic non-protein coding RNA 1482	ENSG00000267659
LINC01483	long intergenic non-protein coding RNA 1483	ENSG00000227517
LINC01484	long intergenic non-protein coding RNA 1484	ENSG00000253686
LINC01485	long intergenic non-protein coding RNA 1485	ENSG00000254211
LINC01486	long intergenic non-protein coding RNA 1486	ENSG00000256560
LINC01487	long intergenic non-protein coding RNA 1487	ENSG00000241336
LINC01488	long intergenic non-protein coding RNA 1488	
LINC01489	long intergenic non-protein coding RNA 1489	ENSG00000255727
LINC01490	long intergenic non-protein coding RNA 1490	ENSG00000257741
LINC01491	long intergenic non-protein coding RNA 1491	ENSG00000259572
LINC01492	long intergenic non-protein coding RNA 1492	ENSG00000225564
LINC01493	long intergenic non-protein coding RNA 1493	ENSG00000254562
LINC01494	symbol withdrawn, see [HGNC:55677](/data/gene-symbol-report/#!/hgnc_id/HGNC:55677)	
LINC01495	long intergenic non-protein coding RNA 1495	ENSG00000255323
LINC01496	long intergenic non-protein coding RNA 1496	ENSG00000234766
LINC01497	long intergenic non-protein coding RNA 1497	ENSG00000237560
LINC01498	long intergenic non-protein coding RNA 1498	ENSG00000247213
LINC01499	long intergenic non-protein coding RNA 1499	ENSG00000255171
LINC01500	long intergenic non-protein coding RNA 1500	ENSG00000258583
LINC01501	long intergenic non-protein coding RNA 1501	ENSG00000229613
LINC01502	long intergenic non-protein coding RNA 1502	ENSG00000237339
LINC01503	long intergenic non-protein coding RNA 1503	ENSG00000233901
LINC01504	long intergenic non-protein coding RNA 1504	ENSG00000225434
LINC01505	long intergenic non-protein coding RNA 1505	ENSG00000234323
LINC01506	long intergenic non-protein coding RNA 1506	ENSG00000234506
LINC01507	long intergenic non-protein coding RNA 1507	ENSG00000230945
